1	12	24	36	60	84	120	180	240	360																																						
2005	2005.083333	2005.166667	2005.25	2005.333333	2005.416667	2005.5	2005.583333	2005.666667	2005.75	2005.833333	2005.916667	2006	2006.083333	2006.166667	2006.25	2006.333333	2006.416667	2006.5	2006.583333	2006.666667	2006.75	2006.833333	2006.916667	2007	2007.083333	2007.166667	2007.25	2007.333333	2007.416667	2007.5	2007.583333	2007.666667	2007.75	2007.833333	2007.916667	2008	2008.083333	2008.166667	2008.25	2008.333333	2008.416667	2008.5	2008.583333	2008.666667	2008.75	2008.833333	2008.916667
2.111	2.1039	2.103	2.1047	2.1041	2.1039	2.1064	2.1126	2.1152	2.1209	2.2225	2.4112	2.3885	2.4586	2.6333	2.6489	2.6926	2.8691	2.9389	3.0941	3.1572	3.3501	3.4214	3.64	3.6159	3.6511	3.8439	3.859	3.9194	4.0982	4.105	4.3081	4.4339	4.2355	4.216	4.7114	4.1973	4.1821	4.3046	4.3691	4.3874	4.4724	4.4716	4.4875	4.6599	4.8313	3.8433	2.9929
2.223809524	2.228	2.246190476	2.165238095	2.092727273	1.997272727	2.07185	2.14	2.128636364	2.327619048	2.577272727	2.67	2.717727273	2.793	2.978695652	3.094210526	3.175	3.271363636	3.415238095	3.489565217	3.573333333	3.664090909	3.723636364	3.773157895	3.914090909	3.9605	3.982727273	4.132105263	4.254545455	4.398095238	4.44	4.228695652	4.088	4.09	4.044090909	4.0855	3.870909091	3.631904762	3.711052632	3.955909091	4.141428571	4.562380952	4.575217391	4.36952381	4.210909091	2.93173913	2.3795	2.007727273
2.431904762	2.4595	2.517142857	2.367619048	2.237272727	2.077727273	2.18235	2.253913043	2.222727273	2.484761905	2.743636364	2.804285714	2.862272727	2.968	3.192173913	3.343157895	3.381818182	3.462727273	3.574285714	3.575652174	3.602380952	3.657272727	3.677727273	3.744210526	3.926818182	3.954	3.922272727	4.105263158	4.255454545	4.464285714	4.475	4.183478261	4.0595	4.090434783	3.898636364	3.9975	3.68	3.334761905	3.402105263	3.781818182	4.07047619	4.624761905	4.542608696	4.178095238	4.008636364	3.151304348	2.641	2.375
2.638095238	2.6685	2.735714286	2.562380952	2.416818182	2.241363636	2.33035	2.400869565	2.340454545	2.60952381	2.865454545	2.895238095	2.949545455	3.0775	3.297826087	3.477368421	3.521363636	3.589545455	3.685714286	3.640434783	3.614761905	3.674545455	3.668636364	3.742631579	3.938636364	3.9625	3.91	4.106842105	4.258636364	4.496666667	4.496818182	4.210869565	4.0975	4.138695652	3.933181818	4.027	3.719090909	3.413809524	3.434210526	3.818636364	4.071428571	4.622380952	4.56826087	4.157619048	3.993181818	3.358695652	2.8285	2.594090909
2.996190476	3.015	3.124761905	2.920952381	2.753181818	2.581818182	2.6606	2.710869565	2.595	2.829047619	3.082272727	3.056190476	3.080909091	3.2445	3.45173913	3.664736842	3.703181818	3.74	3.82047619	3.726956522	3.655714286	3.712727273	3.669090909	3.753157895	3.970454545	4.0055	3.914090909	4.126315789	4.273181818	4.538095238	4.537727273	4.25826087	4.1655	4.210869565	3.982727273	4.1085	3.829545455	3.600952381	3.591578947	3.941363636	4.137619048	4.65952381	4.622173913	4.201428571	4.126363636	3.774782609	3.2075	2.983181818
3.265714286	3.2665	3.405238095	3.21	3.04	2.87	2.9277	2.959565217	2.819545455	3.021428571	3.238636364	3.144761905	3.143636364	3.3225	3.536086957	3.798421053	3.85	3.867727273	3.91047619	3.803043478	3.706666667	3.757727273	3.700454545	3.775263158	4.003181818	4.037368421	3.938181818	4.156315789	4.288636364	4.566190476	4.546363636	4.31173913	4.23	4.27	4.076818182	4.185	3.949545455	3.793333333	3.730526316	4.043636364	4.219047619	4.636190476	4.62173913	4.258095238	4.190454545	3.967826087	3.53	3.192272727
3.593809524	3.5845	3.745238095	3.543333333	3.381363636	3.209545455	3.249	3.282173913	3.122272727	3.285714286	3.488181818	3.380952381	3.344545455	3.497	3.674347826	3.935789474	4.004090909	4.004545455	4.029047619	3.906956522	3.778095238	3.817272727	3.75	3.811052632	4.055909091	4.091	3.99	4.203157895	4.330454545	4.614285714	4.590454545	4.393913043	4.344	4.397391304	4.234545455	4.346	4.165	4.105238095	4.044210526	4.252727273	4.398571429	4.718571429	4.705217391	4.407142857	4.379090909	4.255652174	3.998	3.514545455
3.78952381	3.7435	3.9255	3.75	3.582272727	3.451363636	3.50775	3.513913043	3.359545455	3.494761905	3.665909091	3.551428571	3.504545455	3.6535	3.812608696	4.098421053	4.167272727	4.175909091	4.186666667	4.056086957	3.908571429	3.916363636	3.824545455	3.882105263	4.12	4.162	4.089090909	4.306315789	4.423181818	4.699047619	4.661818182	4.504782609	4.4985	4.519565217	4.402272727	4.5115	4.382727273	4.366666667	4.336842105	4.509545455	4.613809524	4.861428571	4.877391304	4.636666667	4.659545455	4.482173913	4.2535	3.744545455
3.99	3.9085	4.098571429	3.944285714	3.771363636	3.609090909	3.6536	3.640869565	3.488181818	3.604761905	3.755454545	3.634285714	3.565909091	3.7165	3.866521739	4.151052632	4.235454545	4.235909091	4.249047619	4.116086957	3.961904762	3.953333333	3.855714286	3.92	4.153636364	4.1985	4.139090909	4.365789474	4.471818182	4.747142857	4.695454545	4.55	4.572	4.590434783	4.500909091	4.602	4.504090909	4.513809524	4.521052632	4.656818182	4.733809524	4.899047619	4.935652174	4.746190476	4.776818182	4.598695652	4.4835	3.900454545
