1	3825
2	4057
3	4217
4	4278
5	4353
6	4483
7	4410
8	4462
9	4626
10	4511
11	4531
12	4450
13	4354
14	4402
15	4489
16	4441
17	4366
18	4443
19	4442
20	4335
21	4292
22	4458
23	4444
24	4426
25	4310
26	4264
27	4263
28	4252
29	4330
30	4304
31	4242
32	4272
33	4284
34	4198
35	4242
36	4096
37	4142
38	4248
39	4186
40	4210
41	4125
42	4134
43	4098
44	4129
45	3960
46	4012
47	4079
48	4038
49	4024
50	3949
51	3996
52	3970
53	4031
54	3895
55	3806
56	3825
57	3850
58	3742
59	3678
60	3589
61	3648
62	3476
63	3490
64	3353
65	3270
66	3134
67	3018
68	2922
69	2801
70	2691
71	2528
72	2460
73	2254
74	2105
75	2009
76	1854
77	1677
78	1562
79	1501
80	1399
81	1244
82	1160
83	1080
84	963
85	879
86	797
87	745
88	701
89	634
90	554
91	532
92	549
93	521
94	466
95	460
96	435
97	412
98	376
99	367
100	350
101	360
102	321
103	302
104	291
105	273
106	261
107	255
108	231
109	245
110	252
111	236
112	227
113	207
114	196
115	199
116	211
117	232
118	220
119	214
120	229
121	213
122	208
123	196
124	218
125	196
126	192
127	178
128	177
129	178
130	179
131	170
132	173
133	170
134	150
135	144
136	149
137	145
138	145
139	139
140	147
141	140
142	128
143	133
144	156
145	136
146	164
147	152
148	140
149	141
150	112
151	108
152	110
153	133
154	118
155	113
156	113
157	108
158	88
159	109
160	97
161	99
162	94
163	97
164	104
165	105
166	118
167	108
168	130
169	126
170	114
171	112
172	107
173	96
174	96
175	102
176	85
177	89
178	93
179	96
180	101
181	82
182	97
183	96
184	94
185	97
186	85
187	79
188	72
189	75
190	63
191	65
192	62
193	54
194	53
195	49
196	55
197	48
198	53
199	46
200	50
201	48
202	50
203	51
204	50
205	49
206	46
207	47
208	44
209	42
210	47
211	45
212	44
213	46
214	43
215	40
216	42
217	41
218	40
219	43
220	41
221	42
222	43
223	40
224	42
225	39
226	41
227	42
228	44
229	40
230	40
231	35
232	38
233	37
234	36
235	34
236	34
237	34
238	36
239	36
240	36
241	37
242	37
243	37
244	36
245	36
246	45
247	43
248	43
249	43
250	49
251	58
252	48
253	50
254	56
255	51
256	50
257	55
258	64
259	55
260	49
261	36
262	36
263	40
264	49
265	37
266	35
267	35
268	33
269	33
270	39
271	35
272	34
273	36
274	32
275	37
276	31
277	31
278	32
279	30
280	32
281	29
282	31
283	30
284	30
285	28
286	27
287	26
288	24
289	25
290	28
291	30
292	29
293	27
294	27
295	27
296	26
297	26
298	28
299	27
300	24
301	22
302	27
303	26
304	25
305	25
306	25
307	26
308	28
309	26
310	25
311	24
312	26
313	25
314	23
315	25
316	24
317	23
318	23
319	24
320	23
321	24
322	22
323	24
324	24
325	24
326	23
327	25
328	24
329	22
330	22
331	23
332	23
333	23
334	21
335	19
336	20
337	22
338	26
339	25
340	24
341	22
342	22
343	23
344	23
345	23
346	20
347	21
348	20
349	21
350	25
351	22
352	22
353	21
354	24
355	24
356	22
357	23
358	26
359	24
360	23
361	22
362	26
363	30
364	27
365	25
366	26
367	26
368	25
369	24
370	24
371	22
372	21
373	20
374	20
375	19
376	20
377	21
378	20
379	20
380	19
381	19
382	19
383	19
384	20
385	20
386	19
387	20
388	20
389	20
390	17
391	18
392	16
393	18
394	32
395	31
396	47
397	57
398	64
399	34
400	42
401	40
402	41
403	35
404	26
405	25
406	25
407	36
408	42
409	55
410	75
411	94
412	87
413	97
414	95
415	101
416	70
417	66
418	66
419	73
420	77
421	89
422	79
423	63
424	66
425	71
426	70
427	49
428	46
429	46
430	43
431	49
432	48
433	44
434	36
435	33
436	28
437	29
438	32
439	31
440	29
441	28
442	29
443	31
444	31
445	33
446	33
447	39
448	44
449	37
450	58
451	64
452	38
453	31
454	36
455	33
456	29
457	34
458	28
459	27
460	23
461	31
462	26
463	21
464	23
465	26
466	21
467	21
468	24
469	24
470	24
471	24
472	26
473	23
474	26
475	20
476	21
477	25
478	21
479	22
480	22
481	23
482	22
483	23
484	22
485	20
486	22
487	20
488	22
489	20
490	24
491	20
492	22
493	19
494	19
495	20
496	19
497	18
498	18
499	17
500	16
501	16
502	17
503	17
504	16
505	17
506	16
507	16
508	16
509	17
510	18
511	17
512	16
513	17
514	16
515	16
516	16
517	17
518	16
519	16
520	16
521	16
522	16
523	16
524	16
525	16
526	16
527	17
528	17
529	18
530	17
531	16
532	15
533	15
534	15
535	15
536	16
537	17
538	16
539	18
540	17
541	17
542	15
543	15
544	15
545	16
546	15
547	15
548	15
549	15
550	15
551	14
552	14
553	14
554	14
555	14
556	14
557	14
558	15
559	14
560	16
561	15
562	16
563	17
564	15
565	14
566	17
567	18
568	17
569	16
570	17
571	14
572	15
573	15
574	15
575	14
576	15
577	14
578	14
579	13
580	13
581	13
582	13
583	13
584	12
585	12
586	13
587	12
588	12
589	12
590	13
591	15
592	16
593	14
594	13
595	14
596	13
597	13
598	13
599	13
600	14
601	13
602	13
603	13
604	14
605	15
606	15
607	15
608	15
609	15
610	15
611	15
612	15
613	15
614	15
615	15
616	14
617	14
618	14
619	14
620	14
621	14
622	14
623	15
624	15
625	15
626	14
627	15
628	14
629	14
630	14
631	14
632	14
633	14
634	13
635	13
636	13
637	13
638	13
639	13
640	13
641	13
642	13
643	13
644	13
645	13
646	13
647	13
648	13
649	13
650	13
651	13
652	13
653	13
654	13
655	13
656	13
657	13
658	13
659	13
660	13
661	13
662	13
663	13
664	13
665	13
666	13
667	13
668	13
669	13
670	13
671	13
672	13
673	13
674	13
675	13
676	13
677	13
678	13
679	12
680	12
681	13
682	13
683	13
684	13
685	12
686	12
687	13
688	13
689	13
690	13
691	13
692	13
693	13
694	13
695	13
696	13
697	13
698	13
699	13
700	13
701	13
702	13
703	13
704	13
705	13
706	13
707	13
708	13
709	13
710	13
711	13
712	13
713	13
714	13
715	13
716	13
717	13
718	13
719	13
720	13
721	13
722	13
723	13
724	13
725	13
726	13
727	13
728	13
729	13
730	13
731	13
732	13
733	13
734	13
735	13
736	13
737	13
738	13
739	13
740	13
741	13
742	13
743	13
744	13
745	13
746	13
747	13
748	13
749	13
750	13
751	13
752	13
753	13
754	13
755	12
756	12
757	12
758	12
759	11
760	12
761	11
762	12
763	11
764	12
765	12
766	12
767	12
768	14
769	14
770	14
771	14
772	12
773	12
774	12
775	13
776	13
777	13
778	12
779	13
780	13
781	13
782	13
783	13
784	13
785	12
786	11
787	11
788	11
789	12
790	13
791	13
792	13
793	12
794	13
795	13
796	13
797	13
798	13
799	12
800	12
801	12
802	12
803	12
804	12
805	11
806	11
807	11
808	12
809	13
810	13
811	12
812	12
813	12
